顾客ID,产品ID,产品名称,数量,价格,购买日期,总价
213,15,家具,5,7.0,2024-07-20,35
976,74,食品,5,50.0,2024-10-28,250
869,79,食品,8,33.0,2024-09-29,264
440,69,服装,7,25.0,2024-02-21,175
762,65,食品,10,76.0,2024-04-05,760
769,15,服装,10,82.0,2024-03-02,820
931,61,电器,4,96.0,2024-03-17,384
26,91,服装,2,55.0,2024-07-06,110
10,100,服装,9,7.0,2024-07-11,63
136,68,百货,9,15.0,2024-09-17,135
60,57,食品,6,29.0,2025-02-02,174
153,77,家具,4,56.0,2024-07-17,224
659,22,百货,10,51.0,2024-04-24,510
691,99,水果,1,67.0,2024-10-23,67
796,96,水果,10,33.0,2024-11-10,330
353,22,食品,6,99.0,2024-10-05,594
639,46,服装,8,17.0,2024-07-09,136
564,49,电器,9,24.0,2024-03-03,216
982,80,家具,2,30.0,2024-09-25,60
556,93,食品,7,35.0,2024-03-10,245
69,32,家具,7,96.0,2024-06-01,672
115,76,水果,8,78.0,2024-02-26,624
766,19,食品,1,2.0,2024-02-18,2
867,27,电器,5,34.0,2024-07-29,170
790,74,服装,10,17.0,2024-10-24,170
50,50,百货,3,79.0,2025-02-05,237
617,67,百货,1,100.0,2025-01-25,100
863,32,电器,9,3.0,2024-09-30,27
597,5,百货,4,68.0,2024-10-25,272
528,58,服装,3,1.0,2025-02-06,3
241,45,服装,5,16.0,2024-08-09,80
161,15,服装,9,36.0,2024-05-26,324
844,21,食品,4,18.0,2024-09-30,72
939,53,食品,1,21.0,2024-02-19,21
913,75,水果,9,75.0,2024-07-21,675
71,51,电器,5,84.0,2025-01-20,420
856,8,家具,9,28.0,2024-06-09,252
578,1,百货,10,38.0,2024-09-02,380
840,63,水果,3,20.0,2024-04-24,60
865,31,家具,4,97.0,2025-01-08,388
788,98,水果,1,53.0,2024-12-24,53
32,96,百货,5,14.0,2024-06-17,70
384,53,水果,1,42.0,2024-03-29,42
643,64,水果,1,1.0,2024-02-15,1
977,65,家具,3,19.0,2024-07-08,57
595,36,水果,8,93.0,2024-09-28,744
873,12,百货,6,59.0,2024-09-01,354
227,14,电器,1,79.0,2024-07-06,79
262,36,水果,7,60.0,2025-01-06,420
570,39,家具,9,46.0,2024-05-24,414
854,40,家具,6,64.0,2024-04-05,384
48,76,服装,9,49.0,2024-10-18,441
321,3,食品,7,26.0,2024-05-23,182
148,63,服装,7,5.0,2024-10-15,35
499,99,食品,7,25.0,2024-11-09,175
52,34,食品,3,94.0,2024-11-01,282
541,64,水果,10,61.0,2024-11-29,610
897,67,服装,2,52.0,2024-09-16,104
307,78,家具,2,45.0,2025-02-02,90
470,83,家具,6,98.0,2024-05-05,588
272,93,服装,3,20.0,2024-11-12,60
802,40,百货,5,66.0,2024-09-09,330
237,32,电器,8,63.0,2024-10-07,504
408,25,电器,9,56.0,2024-04-06,504
104,41,百货,3,44.0,2025-01-29,132
608,58,服装,5,6.0,2024-04-08,30
38,100,食品,5,16.0,2024-09-16,80
783,12,食品,5,85.0,2025-01-04,425
207,100,家具,3,30.0,2024-05-23,90
501,50,家具,2,18.0,2024-03-13,36
279,10,食品,6,90.0,2024-04-02,540
602,31,服装,6,18.0,2024-12-25,108
433,45,百货,9,72.0,2024-05-23,648
489,61,水果,7,88.0,2024-05-04,616
766,52,水果,3,49.0,2024-06-04,147
796,53,百货,7,45.0,2024-09-12,315
793,47,服装,9,76.0,2024-09-18,684
874,56,食品,1,99.0,2024-07-31,99
726,76,食品,1,83.0,2024-04-27,83
328,47,食品,7,5.0,2024-03-22,35
893,19,家具,3,26.0,2024-09-25,78
468,69,电器,4,100.0,2025-01-02,400
145,17,食品,10,1.0,2024-11-18,10
447,90,服装,4,28.0,2024-11-23,112
97,28,家具,10,78.0,2024-03-16,780
770,20,食品,1,56.0,2024-05-24,56
718,37,服装,3,54.0,2024-03-29,162
351,78,电器,3,7.0,2024-08-24,21
518,68,百货,7,99.0,2024-04-23,693
262,28,家具,6,20.0,2024-11-29,120
180,75,食品,3,64.0,2024-12-22,192
270,38,食品,6,24.0,2025-02-06,144
4,66,家具,2,34.0,2024-06-07,68
270,48,百货,3,4.0,2024-05-09,12
945,39,百货,5,31.0,2024-04-14,155
958,99,水果,5,59.0,2024-07-01,295
322,45,食品,2,42.0,2025-01-30,84
781,9,百货,2,4.0,2024-07-17,8
47,56,电器,2,44.0,2024-03-17,88
38,73,百货,8,80.0,2024-03-11,640
118,32,电器,1,11.0,2024-06-10,11
656,3,水果,1,75.0,2024-05-31,75
822,9,家具,3,11.0,2025-01-19,33
603,86,电器,7,3.0,2024-08-11,21
840,90,百货,7,25.0,2024-11-09,175
622,52,服装,2,10.0,2024-12-13,20
881,3,电器,4,42.0,2024-05-30,168
394,82,电器,6,83.0,2024-03-24,498
71,87,家具,10,20.0,2024-05-14,200
251,39,家具,6,31.0,2024-12-02,186
905,89,家具,1,28.0,2024-09-29,28
100,80,食品,3,35.0,2024-06-11,105
748,16,电器,3,45.0,2024-02-20,135
642,35,食品,8,18.0,2024-05-23,144
503,93,电器,6,16.0,2024-08-31,96
391,65,食品,9,79.0,2024-04-30,711
948,53,百货,2,55.0,2024-04-20,110
286,74,服装,10,56.0,2024-06-24,560
522,6,电器,4,20.0,2024-04-04,80
896,44,食品,7,14.0,2024-07-25,98
834,89,电器,1,81.0,2024-11-02,81
290,21,水果,1,92.0,2024-02-15,92
659,49,水果,1,49.0,2024-06-20,49
56,53,家具,9,4.0,2024-03-26,36
765,83,服装,4,81.0,2024-06-05,324
894,45,家具,8,91.0,2024-12-10,728
342,20,水果,6,49.0,2024-06-06,294
42,40,服装,7,92.0,2024-09-21,644
438,73,百货,2,67.0,2024-09-14,134
240,36,服装,5,17.0,2024-03-25,85
334,78,电器,3,36.0,2024-08-14,108
192,24,家具,6,12.0,2024-10-11,72
750,54,电器,10,47.0,2024-12-01,470
56,94,家具,10,37.0,2024-09-24,370
286,30,家具,5,57.0,2024-12-04,285
719,73,电器,8,57.0,2024-08-15,456
44,18,水果,10,85.0,2024-10-05,850
87,12,水果,6,77.0,2024-10-25,462
861,18,电器,10,63.0,2024-02-27,630
779,58,服装,9,28.0,2024-10-10,252
275,27,电器,7,92.0,2024-04-19,644
717,85,电器,1,93.0,2024-10-20,93
959,47,水果,7,77.0,2025-01-26,539
881,26,水果,9,59.0,2024-10-31,531
402,83,家具,8,99.0,2024-03-19,792
97,27,食品,9,33.0,2025-01-22,297
903,1,服装,1,96.0,2024-03-25,96
253,23,水果,1,16.0,2024-05-31,16
197,42,水果,5,33.0,2024-07-16,165
607,64,水果,2,80.0,2024-12-23,160
53,59,水果,5,69.0,2024-11-25,345
239,73,百货,4,66.0,2024-05-29,264
956,10,食品,2,81.0,2024-11-18,162
324,61,百货,3,61.0,2024-09-17,183
879,99,水果,10,37.0,2024-10-17,370
460,94,水果,10,96.0,2024-04-01,960
875,46,食品,1,1.0,2024-04-13,1
42,91,家具,2,3.0,2024-03-09,6
829,84,食品,6,47.0,2024-07-02,282
946,28,水果,6,19.0,2024-08-26,114
685,65,电器,7,69.0,2024-09-10,483
928,74,百货,8,54.0,2024-08-04,432
204,26,水果,9,97.0,2024-06-23,873
817,96,服装,2,19.0,2024-04-29,38
240,32,家具,7,15.0,2024-05-07,105
299,45,服装,6,62.0,2024-11-22,372
397,45,食品,2,80.0,2024-08-20,160
946,5,水果,6,6.0,2024-06-25,36
953,81,服装,1,53.0,2025-01-24,53
425,39,家具,3,16.0,2024-08-20,48
333,76,服装,9,50.0,2024-02-21,450
870,60,百货,6,58.0,2025-02-03,348
689,15,水果,5,45.0,2024-03-22,225
903,62,家具,5,6.0,2025-01-09,30
406,75,百货,10,84.0,2024-12-06,840
826,5,百货,10,1.0,2024-12-13,10
640,58,百货,7,42.0,2024-03-04,294
940,93,电器,5,21.0,2024-06-19,105
570,23,电器,4,2.0,2024-06-19,8
962,20,家具,4,83.0,2025-01-22,332
732,27,食品,4,67.0,2024-03-07,268
877,50,服装,2,1.0,2024-12-18,2
996,96,百货,10,33.0,2024-12-25,330
398,52,家具,10,70.0,2024-10-23,700
938,59,百货,6,99.0,2024-10-24,594
12,24,食品,10,94.0,2024-12-15,940
194,16,电器,4,8.0,2024-08-29,32
733,49,家具,7,33.0,2024-12-07,231
787,61,水果,1,5.0,2024-09-18,5
374,91,家具,6,58.0,2024-07-22,348
28,78,水果,9,24.0,2024-10-17,216
503,55,电器,3,3.0,2024-06-19,9
56,19,水果,8,55.0,2024-08-18,440
964,81,水果,4,50.0,2024-06-14,200
705,12,电器,8,6.0,2024-04-18,48
288,73,食品,5,41.0,2024-04-02,205
369,6,百货,9,34.0,2025-01-24,306
720,73,水果,1,44.0,2024-05-22,44
855,78,水果,2,62.0,2024-09-11,124
803,95,家具,10,73.0,2024-10-22,730
901,36,电器,3,50.0,2024-02-16,150
694,23,服装,3,90.0,2025-01-19,270
420,92,食品,9,21.0,2024-10-20,189
468,93,电器,7,97.0,2024-10-06,679
270,70,家具,10,12.0,2024-05-30,120
497,15,服装,5,23.0,2025-01-25,115
719,30,家具,1,5.0,2024-08-08,5
602,56,服装,4,68.0,2024-02-12,272
34,68,水果,6,82.0,2024-08-06,492
108,9,百货,8,26.0,2024-04-11,208
132,55,服装,10,67.0,2024-06-29,670
166,31,百货,5,60.0,2024-12-24,300
140,50,食品,1,90.0,2024-11-19,90
894,65,电器,3,15.0,2024-05-17,45
807,16,水果,6,68.0,2024-05-25,408
136,93,家具,4,15.0,2024-03-31,60
631,96,家具,5,56.0,2024-07-27,280
792,84,水果,3,29.0,2024-06-13,87
373,57,食品,2,50.0,2024-05-02,100
356,73,家具,10,42.0,2024-09-18,420
331,93,电器,9,18.0,2024-02-11,162
152,9,食品,5,20.0,2024-03-25,100
227,22,食品,6,11.0,2024-03-22,66
208,66,水果,10,10.0,2024-09-26,100
354,14,水果,1,41.0,2024-12-04,41
121,30,家具,8,46.0,2024-06-30,368
36,15,百货,10,24.0,2024-12-22,240
851,85,水果,4,62.0,2024-05-02,248
562,68,食品,4,5.0,2024-06-23,20
150,1,食品,9,57.0,2024-05-03,513
738,12,百货,5,40.0,2024-10-11,200
601,57,服装,6,43.0,2024-07-12,258
59,5,食品,2,88.0,2024-06-28,176
964,85,食品,6,40.0,2024-03-19,240
794,66,食品,3,1.0,2024-04-14,3
988,26,水果,2,19.0,2024-04-17,38
198,81,电器,9,73.0,2025-02-07,657
585,99,服装,2,14.0,2024-04-29,28
626,64,食品,1,84.0,2024-03-06,84
747,71,食品,7,34.0,2024-10-07,238
114,89,食品,7,8.0,2024-05-05,56
44,58,百货,8,56.0,2024-03-26,448
782,96,电器,2,18.0,2025-01-11,36
438,38,电器,5,68.0,2024-10-28,340
730,47,百货,7,95.0,2024-08-20,665
357,11,电器,9,4.0,2024-05-19,36
775,2,服装,10,95.0,2024-05-19,950
536,15,服装,10,55.0,2024-10-29,550
203,96,食品,5,57.0,2024-10-23,285
951,53,百货,6,24.0,2024-06-26,144
135,10,电器,2,47.0,2024-02-19,94
77,93,服装,7,95.0,2024-05-06,665
332,56,水果,7,70.0,2024-04-07,490
917,36,家具,8,18.0,2025-01-13,144
158,87,服装,10,15.0,2024-02-20,150
36,57,食品,9,36.0,2024-08-24,324
610,91,水果,2,89.0,2024-04-08,178
134,54,电器,1,13.0,2024-09-22,13
289,91,百货,3,37.0,2024-04-17,111
203,42,家具,2,97.0,2024-03-10,194
845,82,家具,7,11.0,2024-05-29,77
785,83,百货,3,69.0,2024-07-25,207
261,46,百货,2,83.0,2024-11-14,166
355,99,水果,8,76.0,2024-12-29,608
159,62,电器,6,43.0,2024-03-18,258
682,44,服装,8,80.0,2024-08-08,640
523,54,食品,8,63.0,2024-08-29,504
505,93,家具,7,32.0,2024-07-29,224
918,91,电器,9,62.0,2024-12-28,558
857,68,电器,2,84.0,2024-04-23,168
865,4,水果,2,30.0,2024-03-06,60
717,58,电器,10,86.0,2024-08-25,860
824,39,电器,9,85.0,2024-03-02,765
658,12,百货,7,28.0,2024-05-13,196
549,78,百货,5,4.0,2024-05-28,20
555,83,家具,1,52.0,2024-03-25,52
742,26,服装,5,8.0,2024-08-25,40
863,4,百货,9,77.0,2024-06-26,693
581,43,水果,1,89.0,2024-05-05,89
979,63,水果,7,31.0,2024-12-18,217
713,82,百货,1,19.0,2024-11-26,19
480,29,水果,6,87.0,2024-07-14,522
743,41,水果,10,15.0,2025-01-27,150
468,7,百货,5,99.0,2024-04-22,495
33,87,服装,6,32.0,2024-09-17,192
421,5,食品,2,53.0,2024-02-11,106
20,99,家具,4,71.0,2024-04-08,284
141,96,百货,3,66.0,2024-12-07,198
861,59,电器,7,88.0,2024-05-28,616
351,77,百货,8,72.0,2024-10-03,576
209,39,电器,3,72.0,2025-01-25,216
222,2,水果,3,13.0,2024-07-11,39
975,28,百货,6,31.0,2024-05-07,186
762,43,百货,8,19.0,2024-10-14,152
675,1,百货,5,9.0,2024-12-25,45
598,52,电器,5,78.0,2024-12-16,390
68,66,水果,8,9.0,2025-01-06,72
342,46,百货,8,58.0,2025-01-28,464
403,2,百货,8,59.0,2024-06-04,472
220,29,服装,6,35.0,2024-07-19,210
501,95,家具,5,54.0,2024-12-14,270
129,51,百货,9,49.0,2025-02-01,441
458,89,电器,8,88.0,2025-01-20,704
305,89,电器,3,74.0,2024-09-21,222
335,15,百货,9,38.0,2024-11-01,342
504,61,食品,2,18.0,2024-05-08,36
884,48,水果,10,4.0,2024-02-18,40
840,75,电器,8,73.0,2024-09-26,584
950,40,水果,7,50.0,2024-11-01,350
69,81,电器,10,90.0,2024-07-31,900
177,100,家具,1,71.0,2024-09-17,71
219,28,家具,6,66.0,2024-10-09,396
118,36,电器,3,83.0,2025-01-23,249
984,41,食品,2,85.0,2024-03-25,170
327,11,百货,6,73.0,2024-02-16,438
322,66,百货,9,60.0,2024-11-12,540
157,88,水果,7,95.0,2024-02-19,665
539,37,家具,1,15.0,2024-11-28,15
939,34,家具,2,50.0,2024-06-24,100
301,100,食品,2,66.0,2024-05-30,132
302,27,服装,8,22.0,2024-02-21,176
620,58,水果,9,97.0,2024-09-23,873
343,29,电器,7,22.0,2024-06-06,154
588,42,家具,9,81.0,2024-02-16,729
110,89,水果,10,11.0,2024-10-17,110
772,68,家具,10,78.0,2024-12-29,780
904,77,服装,3,10.0,2024-09-24,30
726,40,食品,4,33.0,2024-08-01,132
299,57,电器,10,58.0,2024-07-20,580
367,62,百货,5,37.0,2024-05-11,185
102,12,水果,2,14.0,2024-07-03,28
182,89,电器,1,44.0,2024-11-28,44
905,71,服装,3,85.0,2024-03-04,255
252,26,家具,1,12.0,2024-12-16,12
413,48,电器,5,5.0,2024-10-02,25
847,15,家具,1,67.0,2025-01-08,67
437,1,家具,9,20.0,2024-04-03,180
546,27,食品,5,12.0,2024-09-29,60
437,48,服装,3,100.0,2024-06-02,300
945,35,家具,1,42.0,2024-05-25,42
615,79,服装,5,89.0,2024-09-18,445
807,46,水果,8,70.0,2024-06-12,560
437,100,食品,2,67.0,2024-09-03,134
664,55,家具,2,88.0,2024-02-27,176
383,85,家具,3,90.0,2024-10-27,270
823,20,电器,3,34.0,2024-09-11,102
181,8,食品,2,36.0,2025-01-21,72
469,32,服装,4,34.0,2024-09-14,136
164,30,食品,7,40.0,2024-08-24,280
265,91,服装,2,15.0,2024-04-26,30
926,96,水果,7,10.0,2024-11-23,70
770,38,服装,9,6.0,2024-11-08,54
701,22,百货,2,20.0,2024-08-21,40
588,99,服装,5,56.0,2024-03-03,280
405,26,家具,6,81.0,2024-12-11,486
657,82,电器,5,91.0,2024-03-24,455
776,19,服装,7,86.0,2024-10-04,602
271,76,水果,10,12.0,2025-01-04,120
556,69,水果,1,21.0,2024-08-09,21
916,37,水果,7,88.0,2024-03-11,616
799,12,百货,1,70.0,2024-04-23,70
70,86,水果,8,36.0,2024-10-31,288
251,41,食品,10,86.0,2024-11-03,860
462,85,水果,7,7.0,2025-01-02,49
394,60,食品,4,13.0,2024-12-16,52
431,81,水果,10,70.0,2024-08-21,700
295,3,家具,5,5.0,2024-07-15,25
921,33,家具,10,31.0,2024-12-07,310
772,63,水果,10,64.0,2024-10-16,640
211,66,家具,8,64.0,2024-03-29,512
352,53,百货,6,13.0,2024-10-27,78
107,63,家具,2,37.0,2024-07-15,74
664,39,水果,8,24.0,2024-09-18,192
321,82,电器,7,46.0,2024-09-06,322
203,56,水果,5,60.0,2024-05-11,300
163,50,家具,7,78.0,2024-07-16,546
789,31,百货,3,77.0,2024-05-26,231
992,63,百货,9,27.0,2024-05-27,243
23,7,服装,8,43.0,2024-11-01,344
281,76,服装,6,80.0,2024-11-08,480
626,96,百货,7,89.0,2024-09-21,623
642,83,家具,7,30.0,2024-02-18,210
49,77,食品,4,49.0,2024-10-31,196
680,53,水果,3,11.0,2024-12-18,33
239,78,电器,3,1.0,2024-09-15,3
57,98,电器,9,81.0,2025-01-20,729
778,21,服装,2,22.0,2024-09-18,44
665,17,水果,5,55.0,2024-12-17,275
234,10,食品,9,36.0,2024-07-14,324
75,57,水果,3,97.0,2025-01-22,291
488,99,百货,6,83.0,2024-12-17,498
482,90,家具,1,64.0,2024-11-07,64
88,28,水果,7,84.0,2024-06-13,588
43,73,水果,5,73.0,2025-01-06,365
170,64,百货,4,74.0,2024-10-04,296
20,75,电器,3,22.0,2024-03-08,66
432,33,服装,3,44.0,2024-08-30,132
90,29,百货,3,40.0,2024-05-17,120
592,78,食品,5,42.0,2024-07-10,210
575,53,食品,8,79.0,2024-10-22,632
48,51,服装,1,31.0,2025-01-26,31
865,98,电器,9,100.0,2024-03-22,900
712,90,服装,3,52.0,2024-05-02,156
341,91,家具,7,44.0,2024-10-27,308
756,100,水果,9,79.0,2024-05-18,711
318,32,食品,6,55.0,2024-12-07,330
144,60,水果,5,8.0,2025-02-08,40
781,39,家具,3,49.0,2024-08-04,147
897,91,服装,8,22.0,2024-07-13,176
389,51,家具,10,56.0,2025-01-28,560
744,67,电器,3,7.0,2024-06-02,21
684,77,水果,2,71.0,2024-04-16,142
948,51,食品,5,1.0,2024-07-19,5
360,41,水果,5,10.0,2024-08-27,50
164,56,食品,5,62.0,2025-02-08,310
734,48,水果,2,100.0,2024-11-06,200
752,58,水果,8,62.0,2024-12-03,496
67,14,百货,8,61.0,2024-02-26,488
623,12,食品,10,34.0,2024-02-26,340
651,93,水果,8,39.0,2024-02-17,312
588,51,食品,9,65.0,2024-08-04,585
128,97,家具,10,72.0,2024-08-19,720
73,41,服装,8,8.0,2024-03-15,64
942,25,百货,1,7.0,2024-10-29,7
511,52,水果,6,64.0,2024-03-14,384
243,74,百货,2,27.0,2024-10-28,54
616,67,百货,3,9.0,2024-03-20,27
540,86,百货,6,78.0,2025-02-10,468
403,27,百货,5,71.0,2024-07-12,355
284,91,水果,2,85.0,2024-11-04,170
271,87,水果,7,10.0,2024-10-10,70
510,78,百货,7,8.0,2024-04-17,56
659,36,水果,5,62.0,2025-01-12,310
31,36,家具,3,1.0,2024-09-03,3
262,70,食品,7,92.0,2024-04-15,644
201,56,百货,3,47.0,2025-01-26,141
548,48,服装,5,42.0,2024-04-01,210
626,78,水果,2,6.0,2024-07-26,12
468,53,百货,1,62.0,2024-09-05,62
656,95,服装,10,1.0,2024-04-15,10
415,89,百货,4,10.0,2024-08-14,40
744,71,服装,2,9.0,2024-10-16,18
466,87,家具,3,76.0,2024-11-07,228
961,93,食品,9,48.0,2024-12-25,432
51,18,服装,8,19.0,2024-03-11,152
232,3,家具,10,43.0,2025-01-21,430
588,56,家具,9,16.0,2024-06-21,144
719,78,百货,5,42.0,2024-10-31,210
554,44,百货,2,33.0,2024-08-16,66
468,30,服装,9,86.0,2024-08-20,774
254,51,家具,3,21.0,2024-11-10,63
782,80,家具,1,44.0,2024-04-22,44
677,5,电器,9,56.0,2024-11-08,504
137,25,服装,7,87.0,2024-04-01,609
191,93,食品,8,90.0,2024-05-23,720
770,50,百货,5,59.0,2024-02-26,295
344,38,电器,5,98.0,2024-04-17,490
139,78,家具,4,22.0,2025-02-07,88
571,15,食品,3,93.0,2024-04-22,279
715,71,电器,6,44.0,2024-06-15,264
603,12,家具,1,72.0,2024-06-22,72
550,29,电器,2,43.0,2024-03-24,86
957,41,食品,2,49.0,2024-10-24,98
788,45,电器,1,82.0,2024-02-11,82
384,26,服装,3,17.0,2024-09-19,51
105,14,服装,6,47.0,2024-05-06,282
213,60,水果,2,85.0,2024-03-11,170
73,57,百货,9,61.0,2024-03-14,549
363,80,家具,9,20.0,2024-08-19,180
566,29,电器,8,13.0,2024-07-18,104
179,13,电器,4,61.0,2024-02-27,244
570,92,电器,1,10.0,2024-04-22,10
872,24,百货,3,38.0,2024-12-07,114
979,61,服装,1,42.0,2024-03-01,42
438,27,家具,4,5.0,2025-02-07,20
282,88,服装,10,97.0,2024-10-07,970
375,68,水果,3,31.0,2024-10-31,93
126,50,百货,7,2.0,2024-02-16,14
656,67,电器,2,50.0,2025-01-15,100
26,13,食品,7,17.0,2024-12-06,119
167,4,家具,4,99.0,2024-09-02,396
156,75,服装,10,74.0,2024-12-12,740
722,62,食品,1,44.0,2024-11-24,44
187,2,百货,4,35.0,2024-08-24,140
694,100,服装,6,65.0,2024-03-08,390
375,95,水果,5,38.0,2024-09-19,190
778,96,百货,6,82.0,2024-07-03,492
818,95,服装,2,37.0,2024-08-12,74
992,33,服装,9,97.0,2024-06-15,873
780,41,食品,2,25.0,2024-08-05,50
83,87,服装,2,99.0,2024-09-17,198
529,84,家具,1,7.0,2024-07-07,7
193,66,水果,10,93.0,2024-10-15,930
43,59,服装,4,16.0,2025-01-11,64
485,19,食品,4,42.0,2024-10-26,168
731,63,食品,5,29.0,2024-09-05,145
603,48,电器,5,73.0,2024-03-23,365
632,20,百货,7,56.0,2024-04-11,392
66,94,水果,3,46.0,2024-04-05,138
488,77,百货,6,94.0,2024-09-17,564
748,92,百货,1,12.0,2024-09-14,12
217,59,水果,5,62.0,2024-09-08,310
622,49,水果,3,33.0,2025-02-02,99
924,4,服装,9,42.0,2024-11-04,378
238,82,水果,2,73.0,2024-08-07,146
107,4,服装,8,82.0,2024-09-02,656
699,83,百货,2,41.0,2024-06-17,82
183,51,服装,4,31.0,2024-12-04,124
725,29,食品,9,66.0,2024-11-02,594
156,54,家具,7,3.0,2024-09-11,21
334,89,家具,2,16.0,2024-05-29,32
209,99,百货,1,84.0,2024-04-13,84
385,1,食品,10,34.0,2024-04-12,340
321,96,家具,6,79.0,2024-07-26,474
297,50,服装,7,61.0,2024-06-10,427
911,15,食品,1,82.0,2024-07-11,82
892,8,服装,8,64.0,2024-07-12,512
387,82,百货,4,21.0,2025-01-28,84
555,72,服装,5,93.0,2024-12-25,465
417,17,百货,2,5.0,2024-07-27,10
238,60,电器,8,100.0,2025-02-03,800
698,93,服装,6,10.0,2024-09-01,60
665,89,电器,1,47.0,2024-12-21,47
959,94,百货,8,22.0,2024-09-03,176
672,75,百货,9,57.0,2024-02-18,513
900,99,食品,6,81.0,2024-05-06,486
436,48,服装,6,31.0,2024-03-06,186
557,37,服装,8,80.0,2024-10-13,640
858,92,家具,8,28.0,2024-10-17,224
79,34,服装,4,98.0,2024-08-06,392
596,33,电器,1,8.0,2024-04-30,8
348,52,服装,4,99.0,2024-09-11,396
929,92,家具,7,62.0,2024-07-31,434
434,22,食品,1,30.0,2024-12-19,30
57,71,家具,5,10.0,2025-01-30,50
41,87,家具,9,17.0,2024-06-27,153
72,1,服装,6,34.0,2024-06-07,204
10,23,百货,6,83.0,2024-09-11,498
973,13,水果,8,77.0,2024-04-10,616
499,24,食品,8,88.0,2024-12-30,704
411,10,电器,2,41.0,2024-07-20,82
325,70,服装,8,78.0,2024-10-28,624
928,9,水果,8,19.0,2024-06-28,152
800,3,家具,9,87.0,2024-03-17,783
51,93,食品,9,30.0,2024-05-20,270
235,40,食品,4,16.0,2024-05-17,64
527,19,水果,6,29.0,2024-09-26,174
806,89,家具,2,7.0,2024-08-28,14
759,22,家具,10,30.0,2024-10-26,300
230,56,食品,6,48.0,2025-02-04,288
673,43,食品,5,47.0,2024-03-01,235
49,59,食品,2,9.0,2024-08-07,18
978,10,服装,8,52.0,2024-07-24,416
597,26,水果,2,98.0,2024-06-15,196
15,68,服装,3,18.0,2025-02-10,54
241,20,电器,6,29.0,2024-06-17,174
402,56,食品,1,44.0,2024-11-09,44
793,3,服装,10,51.0,2024-03-14,510
325,89,服装,1,6.0,2024-06-04,6
931,97,家具,2,83.0,2024-07-31,166
233,51,百货,10,53.0,2024-07-11,530
467,46,家具,7,97.0,2024-11-05,679
314,71,食品,7,50.0,2024-05-14,350
621,87,家具,4,90.0,2025-01-12,360
853,34,水果,8,50.0,2024-02-18,400
940,55,家具,8,73.0,2024-11-19,584
714,70,家具,2,21.0,2025-02-07,42
922,10,服装,10,62.0,2024-04-24,620
69,91,百货,5,1.0,2024-11-15,5
518,86,服装,2,38.0,2024-08-10,76
421,75,家具,6,96.0,2025-01-27,576
55,42,百货,1,68.0,2024-03-06,68
869,94,服装,6,81.0,2025-01-15,486
930,80,电器,5,58.0,2024-09-03,290
84,55,百货,7,12.0,2024-03-13,84
667,65,百货,5,92.0,2024-02-22,460
458,92,百货,1,95.0,2024-07-24,95
122,5,电器,1,89.0,2024-10-07,89
526,85,家具,1,62.0,2024-09-18,62
655,98,服装,3,47.0,2024-08-24,141
771,55,电器,8,46.0,2024-10-18,368
351,77,家具,5,67.0,2024-09-23,335
674,11,服装,10,76.0,2024-12-20,760
122,44,百货,1,66.0,2024-12-01,66
262,91,电器,3,9.0,2024-04-13,27
481,8,服装,9,46.0,2024-05-04,414
466,24,百货,10,93.0,2024-12-29,930
284,95,百货,5,33.0,2024-07-23,165
47,68,百货,7,26.0,2024-06-29,182
80,98,电器,3,50.0,2024-09-02,150
312,9,服装,9,57.0,2025-01-15,513
116,30,百货,10,99.0,2024-12-21,990
43,10,水果,8,11.0,2024-04-13,88
202,88,服装,10,41.0,2024-03-18,410
185,72,水果,2,11.0,2024-02-26,22
636,17,服装,6,63.0,2024-03-06,378
320,21,食品,9,3.0,2024-02-26,27
672,25,服装,9,53.0,2024-05-11,477
164,13,水果,1,60.0,2024-09-02,60
334,96,水果,9,60.0,2024-08-13,540
127,39,水果,4,5.0,2025-01-24,20
952,51,家具,3,69.0,2025-01-20,207
127,35,百货,3,84.0,2024-03-12,252
494,33,百货,9,78.0,2024-10-01,702
274,12,食品,6,3.0,2024-10-26,18
74,19,百货,7,25.0,2024-08-20,175
111,8,家具,1,10.0,2024-08-17,10
956,22,食品,9,12.0,2024-05-29,108
750,79,百货,5,60.0,2024-11-08,300
161,26,百货,7,83.0,2025-01-26,581
713,78,食品,6,63.0,2024-08-23,378
578,7,食品,9,50.0,2024-11-09,450
464,50,服装,2,100.0,2025-01-20,200
998,40,水果,6,93.0,2024-12-22,558
85,61,服装,4,23.0,2024-07-04,92
88,32,水果,8,37.0,2024-11-28,296
178,50,服装,4,57.0,2025-02-04,228
779,3,食品,3,59.0,2025-01-23,177
661,19,电器,3,50.0,2024-08-03,150
714,12,家具,2,98.0,2024-10-29,196
381,87,水果,2,66.0,2024-06-23,132
558,60,百货,4,90.0,2024-07-07,360
65,65,水果,8,32.0,2024-11-17,256
475,42,百货,5,62.0,2024-12-24,310
614,67,服装,10,87.0,2024-11-14,870
675,93,服装,8,70.0,2024-10-03,560
28,26,食品,4,39.0,2024-12-28,156
589,65,家具,6,15.0,2025-01-10,90
660,92,服装,9,9.0,2024-09-05,81
184,92,电器,3,72.0,2024-11-24,216
878,87,家具,6,68.0,2024-05-18,408
970,64,水果,6,85.0,2024-04-23,510
643,74,服装,8,42.0,2024-03-31,336
464,74,百货,3,85.0,2024-05-01,255
74,78,服装,3,47.0,2024-10-27,141
